title,type,link,related,properties
Mehriban Aliyeva,person,https://vi.wikipedia.org/wiki/Mehriban_Aliyeva,[],"{""Tổng thống"": ""Ilham Aliyev"", ""Tiền nhiệm"": ""Zarifa Aliyeva"", ""Sinh"": [""26 tháng 8, 1964"", ""(61 tuổi)"", ""Baku"", "","", ""Azerbaijan SSR"", "","", ""Liên Xô""], ""Quốc tịch"": ""Azerbaijan"", ""Đảng chính trị"": ""Đảng Azerbaijan mới"", ""Phối ngẫu"": ""Ilham Aliyev (năm 1983)"", ""Con cái"": ""3"", ""Alma mater"": ""Trường Đại học Y khoa Azerbaijan"", ""Website"": ""http://www.mehriban-aliyeva.az""}"
Michel Barnier,person,https://vi.wikipedia.org/wiki/Michel_Barnier,"[""Alain Juppé"", ""Christine Lagarde"", ""Dominique de Villepin"", ""Donald Tusk"", ""Elżbieta Bieńkowska"", ""Emmanuel Macron"", ""François Fillon"", ""Gabriel Attal"", ""Jean-Claude Juncker"", ""José Manuel Barroso"", ""Romano Prodi""]","{""Tổng thống"": ""Emmanuel Macron"", ""Tiền nhiệm"": ""Maurice Blanc"", ""Kế nhiệm"": ""Hervé Gaymard"", ""Cấp phó"": ""Sabine Weyand"", ""Chủ tịch Hội đồng"": ""Donald Tusk"", ""Chủ tịch Ủy ban"": ""Romano Prodi"", ""Thủ tướng"": ""Édouard Balladur"", ""Sinh"": [""Michel Jean Barnier"", ""9 tháng 1, 1951"", ""(74 tuổi)"", ""La Tronche"", "","", ""Pháp""], ""Đảng chính trị"": ""Cộng hòa (2015 đến nay) Đảng Nhân dân châu Âu"", ""Đảng khác"": [""Tập hợp vì Cộng hòa"", ""(trước 2002)"", ""Liên minh cho một phong trào nhân dân"", ""(2002–2015)""], ""Phối ngẫu"": ""Isabelle Altmayer (cưới 1982)"", ""Con cái"": ""1"", ""Alma mater"": ""ESCP Europe"", ""Chữ ký"": """"}"
Mette Frederiksen,person,https://vi.wikipedia.org/wiki/Mette_Frederiksen,"[""Andrej Babiš"", ""António Costa"", ""Charles Michel"", ""Donald Tusk"", ""Emmanuel Macron"", ""Evika Siliņa"", ""Gitanas Nausėda"", ""Helle Thorning-Schmidt"", ""Janez Janša"", ""Kaja Kallas"", ""Karl Nehammer"", ""Klaus Iohannis"", ""Kyriakos Mitsotakis"", ""Lars Løkke Rasmussen"", ""Magdalena Andersson"", ""Mark Rutte"", ""Micheál Martin"", ""Olaf Scholz"", ""Pedro Sánchez"", ""Robert Abela"", ""Sanna Marin"", ""Xavier Bettel""]","{""Nhiệm kỳ"": [""20 tháng 11"", ""năm"", ""2001"", ""–"", ""23 năm, 344 ngày""], ""Tiền nhiệm"": ""Inger Støjberg"", ""Kế nhiệm"": ""Henrik Dam Kristensen"", ""Vị trí"": ""Hạt Copenhagen"", ""Sinh"": [""19 tháng 11, 1977"", ""(47 tuổi)"", ""Aalborg"", "", Đan Mạch""], ""Đảng chính trị"": ""Đảng Dân chủ Xã hội"", ""Con cái"": ""2"", ""Học vấn"": ""Đại học Aalborg""}"
Menachem Begin,person,https://vi.wikipedia.org/wiki/Menachem_Begin,"[""Abiy Ahmed"", ""Anwar Al-Sadad"", ""Ariel Sharon"", ""Aung San Suu Kyi"", ""Barack Obama"", ""Benjamin Netanyahu"", ""Chaim Herzog"", ""Charles G. Dawes"", ""Dag Hammarskjöld"", ""Ehud Barak"", ""Ehud Olmert"", ""Ellen Johnson Sirleaf"", ""George Marshall"", ""Golda Meir"", ""Henry Kissinger"", ""Jimmy Carter"", ""Juan Manuel Santos"", ""Kim Dae-jung"", ""Kofi Annan"", ""Malala Yousafzai"", ""Maria Ressa"", ""Martti Ahtisaari"", ""Mikhail Sergeyevich Gorbachyov"", ""Mohamed ElBaradei"", ""Moshe Sharett"", ""Muhammad Yunus"", ""Naftali Bennett"", ""Nelson Mandela"", ""Philip Noel-Baker"", ""Satō Eisaku"", ""Shimon Peres"", ""Theodore Roosevelt"", ""Woodrow Wilson"", ""Óscar Arias"", ""Đại học Warsaw""]","{""Tổng thống"": [""Ephraim Katzir"", ""Yitzhak Navon"", ""Chaim Herzog""], ""Tiền nhiệm"": ""Ariel Sharon"", ""Kế nhiệm"": ""Moshe Arens"", ""Thủ tướng"": ""Bản thân"", ""Sinh"": [""16 tháng 8"", ""năm"", ""1913"", ""Brest"", "","", ""Đế quốc Nga""], ""Mất"": [""9 tháng 3"", ""năm"", ""1992"", ""(78 tuổi)"", ""Tel Aviv"", "","", ""Israel""], ""Đảng chính trị"": [""Herut"", ""(1948–1988)"", ""Likud"", ""(1988–1992)""], ""Đảng khác"": ""Gahal (1965–1988)"", ""Phối ngẫu"": ""Aliza Arnold (1939–82)"", ""Con cái"": [""Ze'ev Binyamin"", ""Hasia"", ""Leah""], ""Alma mater"": ""Đại học Warsaw"", ""Chữ ký"": """"}"
Merton Miller,person,https://vi.wikipedia.org/wiki/Merton_Miller,"[""Amartya Sen"", ""Bengt Holmström"", ""Bertil Ohlin"", ""Christopher A. Pissarides"", ""Christopher A. Sims"", ""Clive Granger"", ""David Card"", ""Douglass North"", ""Esther Duflo"", ""Finn E. Kydland"", ""Franco Modigliani"", ""Friedrich Hayek"", ""Gary Becker"", ""George Akerlof"", ""George Stigler"", ""Gérard Debreu"", ""Harry Markowitz"", ""James Heckman"", ""James M. Buchanan"", ""James Meade"", ""James Mirrlees"", ""James Tobin"", ""Jean Tirole"", ""John Hicks"", ""Joseph Stiglitz"", ""Joshua Angrist"", ""Kenneth Arrow"", ""Lawrence Klein"", ""Maurice Allais"", ""Michael Spence"", ""Milton Friedman"", ""Myron Scholes"", ""Paul Samuelson"", ""Peter A. Diamond"", ""Richard Stone"", ""Richard Thaler"", ""Robert F. Engle"", ""Robert Fogel"", ""Robert Lucas, Jr."", ""Robert Mundell"", ""Robert Solow"", ""Ronald Coase"", ""Simon Kuznets"", ""Theodore Schultz"", ""Thomas J. Sargent"", ""Trygve Haavelmo"", ""Trường Kinh tế London"", ""William Vickrey"", ""Đại học Carnegie Mellon"", ""Đại học Chicago"", ""Đại học Harvard"", ""Đại học Johns Hopkins""]","{""Sinh"": [""("", ""1923-05-16"", "")"", ""16 tháng 5 năm 1923"", ""Boston"", "","", ""Massachusetts""], ""Mất"": [""3 tháng 6 năm 2000"", ""(2000-06-03)"", ""(77 tuổi)"", ""Chicago"", "","", ""Illinois"", "","", ""Hoa Kỳ""], ""Quốc tịch"": ""Hoa Kỳ"", ""Nơi công tác"": [""Đại học Carnegie Mellon"", ""Đại học Chicago"", ""Trường kinh tế London""], ""Lĩnh vực"": ""Kinh tế học"", ""Trường theo học"": [""Đại học Johns Hopkins"", "","", ""(Ph.D.)"", ""Đại học Harvard"", "","", ""(M.A.)""], ""Chịu ảnh hưởng của"": ""Fritz Machlup"", ""Ảnh hưởng tới"": [""Eugene Fama"", ""Michael Jensen"", ""Richard Roll"", ""Myron Scholes""], ""Đóng góp"": ""Định lý Modigliani–Miller"", ""Giải thưởng"": ""Giải Nobel Kinh tế (1990)"", ""Trường phái"": ""Trường phái kinh tế học Chicago""}"
Michael Spence,person,https://vi.wikipedia.org/wiki/Michael_Spence,"[""Amartya Sen"", ""Bengt Holmström"", ""Bertil Ohlin"", ""Christopher A. Pissarides"", ""Christopher A. Sims"", ""Clive Granger"", ""Daron Acemoğlu"", ""David Card"", ""Douglass North"", ""Esther Duflo"", ""Finn E. Kydland"", ""Franco Modigliani"", ""Friedrich Hayek"", ""Gary Becker"", ""George Akerlof"", ""George Stigler"", ""Gérard Debreu"", ""Harry Markowitz"", ""James Heckman"", ""James M. Buchanan"", ""James Meade"", ""James Mirrlees"", ""James Tobin"", ""Jean Tirole"", ""John Hicks"", ""Joseph Stiglitz"", ""Joshua Angrist"", ""Kenneth Arrow"", ""Lawrence Klein"", ""Lawrence Summers"", ""Maurice Allais"", ""Merton Miller"", ""Milton Friedman"", ""Myron Scholes"", ""Paul Samuelson"", ""Peter A. Diamond"", ""Richard Stone"", ""Richard Thaler"", ""Robert F. Engle"", ""Robert Fogel"", ""Robert Lucas, Jr."", ""Robert Mundell"", ""Robert Solow"", ""Ronald Coase"", ""Simon Kuznets"", ""Theodore Schultz"", ""Thomas J. Sargent"", ""Trygve Haavelmo"", ""William Vickrey"", ""Đại học Harvard"", ""Đại học New York"", ""Đại học Oxford"", ""Đại học Princeton"", ""Đại học Stanford"", ""Đại học Toronto""]","{""Sinh"": [""7 tháng 11, 1943"", ""(81 tuổi)"", ""Montclair, New Jersey"", "","", ""Hoa Kỳ""], ""Quốc tịch"": ""Hoa Kỳ"", ""Nơi công tác"": [""Đại học Harvard"", ""Đại học Stanford"", ""Trường quản trị Bocconi SDA"", ""Đại học New York""], ""Lĩnh vực"": ""Kinh tế học vi mô"", ""Trường theo học"": [""Đại học Harvard"", "","", ""(Ph.D.)"", ""Đại học Oxford"", "","", ""(B.A.)"", ""Đại học Princeton"", "","", ""(B.A.)""], ""Chịu ảnh hưởng của"": [""Kenneth Arrow"", ""Thomas Schelling"", ""Richard Zeckhauser""], ""Đóng góp"": ""Lý thuyết báo hiệu"", ""Giải thưởng"": [""Giải John Bates Clark"", ""(1981)"", ""Giải Nobel Kinh tế"", ""(2001)""]}"
Mao Trạch Đông,person,https://vi.wikipedia.org/wiki/Mao_Tr%E1%BA%A1ch_%C4%90%C3%B4ng,"[""Bettino Craxi"", ""Che Guevara"", ""Chu Ân Lai"", ""Clement Attlee"", ""Diệp Kiếm Anh"", ""Fidel Castro"", ""François Mitterrand"", ""Giang Trạch Dân"", ""Giả Khánh Lâm"", ""Henry Kissinger"", ""Hugo Chávez"", ""Hồ Chí Minh"", ""Hồ Cẩm Đào"", ""John Stuart Mill"", ""Lev Davidovich Trotsky"", ""Lý Hiển Long"", ""Mikhail Sergeyevich Gorbachyov"", ""Nelson Mandela"", ""Nikita Sergeyevich Khrushchyov"", ""Noam Chomsky"", ""Olof Palme"", ""Sukarno"", ""Trần Độc Tú"", ""Tưởng Giới Thạch"", ""Tập Cận Bình"", ""Vladimir Ilyich Lenin"", ""Đại học Bắc Kinh"", ""Đặng Tiểu Bình""]","{""Cấp phó"": ""Chu Đế Lâm Bưu Diệp Kiếm Anh"", ""Tiền nhiệm"": ""Mới lập"", ""Kế nhiệm"": ""Hoa Quốc Phong"", ""Thủ tướng"": ""Chu Ân Lai"", ""Sinh"": [""("", ""1893-12-26"", "")"", ""26 tháng 12 năm 1893"", ""Thiều Sơn"", "","", ""Hồ Nam"", "","", ""Đại Thanh""], ""Mất"": [""9 tháng 9 năm 1976"", ""(1976-09-09)"", ""(82 tuổi)"", ""Bắc Kinh"", "","", ""Trung Quốc""], ""Nơi an nghỉ"": ""Nhà kỷ niệm Mao Chủ tịch , Bắc Kinh"", ""Đảng chính trị"": ""Đảng Cộng sản Trung Hoa (từ 1921)"", ""Đảng khác"": ""Quốc Dân Đảng (1925–1926)"", ""Phối ngẫu"": [""La Nhất Tú"", ""(cưới 1907⁠–⁠mất 1910)"", ""Dương Khai Tuệ"", ""(cưới 1920⁠–⁠mất 1930)"", ""Hạ Tử Trân"", ""(cưới 1928⁠–⁠"", ""ld."", ""1937)"", ""Giang Thanh"", ""(cưới 1938)""], ""Con cái"": ""10, bao gồm: Mao Ngạn Anh Mao Ngạn Thanh Mao Ngạn Long Dương Nguyệt Hoa Lý Mẫn Lý Nột"", ""Cha mẹ"": ""Mao Di Xương (cha) Văn Thất Muội (mẹ)"", ""Alma mater"": ""Học viện Sư phạm Đệ nhất Hồ Nam"", ""Chữ ký"": """"}"
Michel Debré,person,https://vi.wikipedia.org/wiki/Michel_Debr%C3%A9,"[""Charles de Gaulle"", ""Georges Pompidou"", ""Jacques Chaban-Delmas"", ""Sciences Po"", ""Valéry Giscard d'Estaing"", ""Đại học Paris""]","{""Khu vực bầu cử"": ""Réunion"", ""Thủ tướng"": ""Georges Pompidou"", ""Tiền nhiệm"": ""Charles de Gaulle"", ""Kế nhiệm"": ""Georges Pompidou"", ""Tổng thống"": ""Charles de Gaulle"", ""Sinh"": [""Michel Jean-Pierre Debré"", ""("", ""1912-01-15"", "")"", ""15 tháng 1 năm 1912"", ""Paris"", "","", ""Pháp""], ""Mất"": [""2 tháng 8 năm 1996"", ""(1996-08-02)"", ""(84 tuổi)"", ""Montlouis-sur-Loire"", "","", ""Indre-et-Loire"", "", Pháp""], ""Đảng chính trị"": [""Radical-Socialist Party"", ""(1934–1947)"", ""Rally of the French People"", ""(1947–1955)"", ""Union for the New Republic"", ""(1948–1968)"", ""Union of Democrats for the Republic"", ""(1968–1976)"", ""Rally for the Republic"", ""(1976–1988)""], ""Phối ngẫu"": ""Anne-Marie Lemaresquier (cưới 1936)"", ""Con cái"": [""Vincent (s. 1939)"", ""François (s. 1942)"", ""Bernard"", ""(s. 1944)"", ""Jean-Louis"", ""(s. 1944)""], ""Alma mater"": [""École Libre des Sciences Politiques"", ""Đại học Paris""], ""Nghề nghiệp"": ""Luật sư"", ""Tặng thưởng"": [""Legion of Honour"", ""War Cross""], ""Chữ ký"": """", ""Website"": ""Government profile site"", ""Thuộc"": [""Vichy France"", ""Pháp Tự do""], ""Phục vụ"": ""Lục quân Pháp"", ""Năm tại ngũ"": ""1939–1945"", ""Cấp bậc"": [""Commissioner of the Republic"", ""Lieutenant""], ""Đơn vị"": ""Kỵ binh Pháp"", ""Tham chiến"": [""Thế chiến II"", "":"", ""Chiến dịch Bó đuốc"", ""Chiến dịch Overlord"", ""Chiến dịch Dragoon""]}"
Michael Froman,person,https://vi.wikipedia.org/wiki/Michael_Froman,"[""Barack Obama"", ""Bill Clinton"", ""Trường Luật Harvard"", ""Woodrow Wilson"", ""Đại học Harvard"", ""Đại học Princeton""]","{""Tổng thống"": ""Bill Clinton"", ""Cấp phó"": [""Miriam Sapiro"", ""Robert Holleyman""], ""Tiền nhiệm"": ""Chức vụ được thiết lập"", ""Kế nhiệm"": ""Chức vụ bị bãi bỏ"", ""Sinh"": [""20 tháng 8, 1962"", ""(63 tuổi)"", ""San Rafael"", "","", ""California"", "", Hoa Kỳ""], ""Đảng chính trị"": ""Dân chủ"", ""Phối ngẫu"": ""Nancy Goodman"", ""Con cái"": ""3"", ""Giáo dục"": [""Đại học Princeton"", ""("", ""BA"", "")"", ""St Antony's College, Oxford"", ""("", ""MA"", "","", ""PhD"", "")"", ""Đại học Harvard"", ""("", ""JD"", "")""]}"
Michel Rocard,person,https://vi.wikipedia.org/wiki/Michel_Rocard,"[""Alain Juppé"", ""Alexandre Millerand"", ""Armand Fallières"", ""Bernard Cazeneuve"", ""Charles de Gaulle"", ""Charles-Maurice de Talleyrand-Périgord"", ""Dominique de Villepin"", ""François Arago"", ""François Fillon"", ""François Mitterrand"", ""Gabriel Attal"", ""Gaston Doumergue"", ""Georges Clemenceau"", ""Georges Pompidou"", ""Jacques Chaban-Delmas"", ""Jacques Chirac"", ""Jean Casimir-Perier"", ""Jean-Marc Ayrault"", ""Laurent Fabius"", ""Manuel Valls"", ""Michel Barnier"", ""Michel Debré"", ""Pierre Mendès France"", ""Raymond Poincaré"", ""Sciences Po"", ""Vincent Auriol"", ""École nationale d'administration"", ""Édouard Philippe"", ""Émile Loubet""]","{""Tổng thống"": ""François Mitterrand"", ""Tiền nhiệm"": ""Fernand Icart"", ""Kế nhiệm"": ""Gaston Defferre"", ""Thủ tướng"": ""Pierre Mauroy"", ""Sinh"": [""("", ""1930-08-23"", "")"", ""23 tháng 8 năm 1930"", ""Courbevoie"", "", Hauts-de-Seine""], ""Mất"": [""2 tháng 7 năm 2016"", ""(2016-07-02)"", ""(85 tuổi)"", ""Paris, Pháp""], ""Đảng chính trị"": ""Đảng Xã hội"", ""Alma mater"": ""Sciences Po , ÉNA""}"
Miguel Cardona,person,https://vi.wikipedia.org/wiki/Miguel_Cardona,"[""Joe Biden"", ""Ned Lamont""]","{""Tổng thống"": ""Joe Biden"", ""Cấp phó"": ""Cindy Marten"", ""Tiền nhiệm"": ""Dianna Wentzell"", ""Thống đốc"": ""Ned Lamont"", ""Sinh"": [""Miguel Angel Cardona"", ""11 tháng 7, 1975"", ""(50 tuổi)"", ""Meriden, Connecticut"", "", Hoa Kỳ""], ""Phối ngẫu"": ""Marissa Pérez (cưới 2002)"", ""Con cái"": ""2"", ""Giáo dục"": [""Đại học Bang Central Connecticut"", ""("", ""BS"", "")"", ""Đại học Connecticut"", ""("", ""MS"", "","", ""SYC"", "","", ""EdD"", "")""], ""Nghề nghiệp"": ""Nhà giáo dục""}"
Micheál Martin,person,https://vi.wikipedia.org/wiki/Miche%C3%A1l_Martin,"[""Andrej Babiš"", ""António Costa"", ""Charles Michel"", ""Donald Tusk"", ""Emmanuel Macron"", ""Evika Siliņa"", ""Gitanas Nausėda"", ""Janez Janša"", ""Kaja Kallas"", ""Karl Nehammer"", ""Klaus Iohannis"", ""Kyriakos Mitsotakis"", ""Magdalena Andersson"", ""Mark Rutte"", ""Mette Frederiksen"", ""Olaf Scholz"", ""Pedro Sánchez"", ""Robert Abela"", ""Sanna Marin"", ""Xavier Bettel""]","{""Tổng thống"": ""Michael D. Higgins"", ""Phó Thủ tướng"": ""Leo Varadkar"", ""Tiền nhiệm"": ""Leo Varadkar"", ""Sinh"": [""1 tháng 8, 1960"", ""(65 tuổi)"", ""Turners Cross, Cork"", "", Ireland""], ""Quốc tịch"": ""Cộng hòa Ireland"", ""Đảng chính trị"": ""Fianna Fáil"", ""Phối ngẫu"": ""Mary O'Shea (cưới 1989)"", ""Con cái"": ""5"", ""Giáo dục"": ""Coláiste Chríost Rí"", ""Alma mater"": ""University College Cork"", ""Website"": ""michealmartin .ie""}"
Miguel de la Madrid,person,https://vi.wikipedia.org/wiki/Miguel_de_la_Madrid,"[""Andrés Manuel López Obrador"", ""Enrique Peña Nieto"", ""Ernesto Zedillo"", ""Felipe Calderón"", ""Francisco I. Madero"", ""Guadalupe Victoria"", ""Luis Echeverría"", ""Vicente Fox"", ""Đại học Harvard""]","{""Tiền nhiệm"": ""Ricardo García Sainz"", ""Kế nhiệm"": ""Ramón Aguirre Velázquez"", ""Tổng thống"": ""José López Portillo"", ""Sinh"": [""Miguel de la Madrid Hurtado"", ""("", ""1934-12-12"", "")"", ""12 tháng 12, 1934"", ""["", ""1"", ""]"", ""Colima"", "","", ""Mexico""], ""Mất"": [""1 tháng 4, 2012"", ""(2012-04-01)"", ""(77 tuổi)"", ""Thành phố Mexico"", "", Mexico""], ""Nơi an nghỉ"": ""Iglesia de Santo Tomás"", ""Quốc tịch"": ""Người Mexico"", ""Đảng chính trị"": ""Đảng Cách mạng Thể chế"", ""Phối ngẫu"": ""Paloma Cordero Tapia (cưới 1959–2012) [ 2 ]"", ""Con cái"": ""Enrique de la Madrid Cordero"", ""Alma mater"": [""Đại học tự quản quốc gia Mexico"", ""John F. Kennedy School of Government"", ""ở"", ""đại học Harvard""]}"
Miguel Ángel Asturias,person,https://vi.wikipedia.org/wiki/Miguel_%C3%81ngel_Asturias,"[""Camilo José Cela"", ""Cao Hành Kiện"", ""Elias Canetti"", ""Gabriel García Márquez"", ""Heinrich Böll"", ""Henri Bergson"", ""Ivo Andrić"", ""José Echegaray"", ""Kazuo Ishiguro"", ""Luigi Pirandello"", ""Odysseas Elytis"", ""Roger Martin du Gard"", ""T. S. Eliot"", ""Theodor Mommsen"", ""Thomas Mann"", ""William Faulkner"", ""William Golding"", ""Winston Churchill"", ""Đại học Paris""]","{""Sinh"": """", ""Tên khai sinh"": ""Miguel Ángel Tejada Peñuela"", ""Ngày sinh"": ""19 tháng 10, 1899"", ""Mất"": """", ""Ngày mất"": ""9 tháng 6, 1974"", ""An nghỉ"": ""Nghĩa trang Père-Lachaise"", ""Giới tính"": ""nam"", ""Tôn giáo"": ""Công giáo"", ""Gia đình"": """", ""Hôn nhân"": ""Clemencia Amado, Blanca Mora y Araujo"", ""Con cái"": ""Rodrigo Asturias"", ""Đào tạo"": ""Đại học Paris , Đại học San Carlos của Guatemala"", ""Trào lưu"": ""chủ nghĩa siêu thực , hiện thực huyền ảo"", ""Thể loại"": ""tiểu thuyết"", ""Thành viên của"": ""Thế hệ 20, Học viện Địa lý và Lịch sử Guatemala"", ""Tác phẩm"": ""Leyendas de Guatemala , Mulata de tal""}"
Mike Beebe,person,https://vi.wikipedia.org/wiki/Mike_Beebe,"[""Asa Hutchinson"", ""Bill Clinton"", ""Đại học Arkansas""]","{""Phó Thống đốc"": [""Bill Halter"", ""Mark Darr""], ""Tiền nhiệm"": ""Mark Pryor"", ""Kế nhiệm"": ""Dustin McDaniel"", ""Thống đốc"": ""Mike Huckabee"", ""Sinh"": [""28 tháng 12, 1946"", ""(78 tuổi)"", ""Amagon"", "","", ""Arkansas"", "", United States""], ""Đảng chính trị"": ""Đảng Dân chủ"", ""Phối ngẫu"": ""Ginger Beebe"", ""Cư trú"": ""Governor's Mansion"", ""Alma mater"": [""Đại học bang Arkansas"", ""Đại học Arkansas""], ""Chuyên môn"": ""Luật sư"", ""Phục vụ"": ""Quân đội Hoa Kỳ"", ""Đơn vị"": ""Reserves""}"
Michelangelo,person,https://vi.wikipedia.org/wiki/Michelangelo,[],"{""Sinh"": """", ""Tên khai sinh"": ""Michelangelo di Lodovico Buonarroti Simoni"", ""Ngày sinh"": ""( 1475-03-06 ) 6 tháng 3 năm 1475"", ""Nơi sinh"": [""gần"", ""Arezzo"", "", tại"", ""Caprese"", "","", ""Cộng hòa Florence"", ""(nay là"", ""Toscana"", "","", ""Ý"", "")""], ""Mất"": """", ""Ngày mất"": ""18 tháng 2 năm 1564 (1564-02-18) (88 tuổi)"", ""Nơi mất"": [""Roma"", "","", ""Lãnh địa Giáo hoàng"", ""(nay là"", ""Ý"", "")""], ""An nghỉ"": ""Vương cung thánh đường Santa Croce"", ""Giới tính"": ""nam"", ""Quốc tịch"": ""Ý"", ""Dân tộc"": ""người Ý"", ""Tôn giáo"": ""Công giáo"", ""Gia tộc"": ""gia đình Buonarroti"", ""Gia đình"": """", ""Cha"": ""Lodovico di Leonardo Buonarroti Simoni"", ""Mẹ"": ""Francesca di Neri del Miniato Siena"", ""Hôn nhân"": ""không có"", ""Người tình"": ""Tommaso dei Cavalieri"", ""Bảo trợ"": ""Lorenzo de' Medici"", ""Thầy giáo"": ""Domenico Ghirlandaio , Bertoldo di Giovanni, Poliziano"", ""Học sinh"": ""Guglielmo della Porta, Giacomo Rocchetti"", ""Lĩnh vực"": ""nhà điêu khắc, họa sĩ, kiến trúc sư và nhà thơ"", ""Giai đoạn sáng tác"": ""Thời kỳ đỉnh cao Phục hưng"", ""Đào tạo"": ""Tập sự với Domenico Ghirlandaio [ 1 ]"", ""Tác phẩm"": [""Vua David"", ""Đức Mẹ Sầu Bi""]}"
Mike Johnson,person,https://vi.wikipedia.org/wiki/Mike_Johnson,"[""Kevin McCarthy""]","{""Tiền nhiệm"": ""Jeff R. Thompson"", ""Lãnh đạo"": ""Kevin McCarthy"", ""Kế nhiệm"": ""Raymond Crews"", ""Sinh"": [""James Michael Johnson"", ""30 tháng 1, 1972"", ""(53 tuổi)"", ""Shreveport, Louisiana"", "","", ""Hoa Kỳ""], ""Đảng chính trị"": ""Cộng hòa"", ""Phối ngẫu"": ""Kelly Lary (cưới 1999)"", ""Con cái"": ""5"", ""Giáo dục"": ""Đại học Tiểu bang Louisiana ( BS , JD )"", ""Chữ ký"": """", ""Website"": [""House website"", ""Speaker website"", ""Campaign website""]}"
Michel Suleiman,person,https://vi.wikipedia.org/wiki/Michel_Suleiman,[],"{""Thủ tướng"": [""Fouad Siniora"", ""Saad Hariri"", ""Najib Mikati"", ""Tammam Salam""], ""Tiền nhiệm"": ""Émile Lahoud"", ""Kế nhiệm"": ""Jean Kahwaji"", ""Tổng thống"": ""Émile Lahoud"", ""Sinh"": [""21 tháng 11, 1948"", ""(76 tuổi)"", ""Amsheet"", "","", ""Liban""], ""Đảng chính trị"": ""Độc lập"", ""Chiều cao"": ""169 cm (5 ft 7 in)"", ""Phối ngẫu"": [""Wafaa Sleiman"", ""(1973–nay)""], ""Alma mater"": [""Học viện Quân sự Liban"", ""Đại học Liban""], ""Thuộc"": ""Liban"", ""Phục vụ"": ""Lực lượng Vũ trang Liban"", ""Năm tại ngũ"": ""1967–2008"", ""Cấp bậc"": ""Tổng Tư lệnh"", ""Chỉ huy"": [""• Lữ đoàn Bộ binh 11"", ""• Lữ đoàn Bộ binh 6"", ""•"", ""Lực lượng Vũ trang Liban""], ""Tham chiến"": [""•"", ""Nội chiến Liban"", ""•"", ""Tham chiến tại Dinnieh"", ""•"", ""Tham chiến tại Benin"", ""•"", ""Chiến tranh Liban 2006"", ""•"", ""Khủng hoảng Liban 2007""]}"
Mike Pence,person,https://vi.wikipedia.org/wiki/Mike_Pence,"[""Adlai Stevenson I"", ""Alben W. Barkley"", ""Calvin Coolidge"", ""Charles G. Dawes"", ""Charles W. Fairbanks"", ""Chester A. Arthur"", ""Daniel D. Tompkins"", ""Dick Cheney"", ""Donald Trump"", ""Elbridge Gerry"", ""Eric Holcomb"", ""Garret Hobart"", ""George H. W. Bush"", ""George M. Dallas"", ""Gerald Ford"", ""Harry S. Truman"", ""Henry A. Wallace"", ""Hubert Humphrey"", ""JD Vance"", ""James S. Sherman"", ""Joe Biden"", ""John Adams"", ""John Boehner"", ""John C. Breckinridge"", ""John C. Calhoun"", ""John Nance Garner"", ""John Tyler"", ""Kamala Harris"", ""Lyndon B. Johnson"", ""Nelson Rockefeller"", ""Newt Gingrich"", ""Paul Ryan"", ""Richard Mentor Johnson"", ""Richard Nixon"", ""Ted Cruz"", ""Theodore Roosevelt"", ""Thomas A. Hendricks"", ""Thomas Jefferson"", ""Thomas R. Marshall"", ""Walter Mondale"", ""William A. Wheeler"", ""William Henry Harrison"", ""William R. King""]","{""Tổng thống"": ""Donald Trump"", ""Tiền nhiệm"": ""Adam Putnam"", ""Kế nhiệm"": ""Jeb Hensarling"", ""Phó Thống đốc"": [""Sue Ellspermann"", ""Eric Holcomb""], ""Lãnh đạo"": ""John Boehner"", ""Sinh"": [""Michael Richard Pence"", ""7 tháng 6, 1959"", ""(66 tuổi)"", ""Columbus"", "","", ""Indiana"", "","", ""Hoa Kỳ""], ""Đảng chính trị"": ""Cộng hòa"", ""Con cái"": ""3"", ""Alma mater"": [""Hanover College"", ""Indiana University, Indianapolis""], ""Chữ ký"": """", ""Website"": [""Gubernatorial website"", ""Campaign site""]}"
Mikhail Andreyevich Suslov,person,https://vi.wikipedia.org/wiki/Mikhail_Andreyevich_Suslov,"[""Georgy Maksimilianovich Malenkov"", ""Mao Trạch Đông"", ""Nikita Sergeyevich Khrushchyov"", ""Viện Hàn lâm Khoa học Liên Xô"", ""Vladimir Ilyich Lenin"", ""Đại học Kinh tế Quốc dân Plekhanov"", ""Đại học Quốc gia Moskva""]","{""Nhiệm kỳ"": ""18/3/1946 – 14/10/1952"", ""Tiền nhiệm"": ""Dmitry Goncharov"", ""Kế nhiệm"": ""Aleksandr Orlov"", ""Quốc tịch"": ""Nga"", ""Sinh"": [""("", ""1902-11-21"", "")"", ""21 tháng 11 năm 1902"", ""Shakhovskoye"", "","", ""Đế quốc Nga""], ""Mất"": [""25 tháng 1 năm 1982"", ""(1982-01-25)"", ""(79 tuổi)"", ""Moskva"", "","", ""Nga"", "","", ""Liên Xô""], ""Đảng chính trị"": ""Đảng Cộng sản Liên Xô (1921–1982)"", ""Con cái"": ""Revolii (sinh năm 1929) và Maya (sinh năm 1939)"", ""Alma mater"": ""Đại học Kinh tế Quốc dân Plekhanov"", ""Tặng thưởng"": ""Anh hùng lao động Xã hội Chủ nghĩa Liên Xô (2 lần)""}"
