src_university,dst_university,relation
Đại học Yangon,Đại học Cần Thơ,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học William & Mary,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học North Carolina tại Chapel Hill,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học Columbia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học Duke,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học Johns Hopkins,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học Thanh Hoa,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Học viện Quân sự Hoa Kỳ,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học California tại Berkeley,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Viện Công nghệ Georgia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học Kansas,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học Michigan,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học Minnesota,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học Texas tại Austin,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học Washington,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học Wisconsin–Madison,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học Brown,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Viện Công nghệ California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học Carnegie Mellon,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học Chicago,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học Cornell,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học New York,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học Pennsylvania,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học Princeton,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học Nam California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học McGill,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học Toronto,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học quốc lập Đài Loan,Đại học,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học quốc lập Đài Loan,Đại học Princeton,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học quốc lập Đài Loan,Đại học Thanh Hoa,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học William & Mary,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học Princeton,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học Quốc gia Singapore,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học Chicago,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học Pennsylvania,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học Duke,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học California tại Berkeley,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Viện Công nghệ Georgia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học Kansas,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học Michigan,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học Minnesota,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học North Carolina tại Chapel Hill,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học Texas tại Austin,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học Virginia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học Washington,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học Wisconsin–Madison,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học Brown,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Viện Công nghệ California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học Carnegie Mellon,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học Columbia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học Cornell,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học Johns Hopkins,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học New York,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học Nam California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học McGill,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học Toronto,UNIVERSITY_MENTIONS_UNIVERSITY
